draft_id;rank;main_colors;splash_colors;won;deck_Agate Assault;deck_Agate-Blade Assassin;deck_Alania's Pathmaker;deck_Alania, Divergent Storm;deck_Artist's Talent;deck_Azure Beastbinder;deck_Bakersbane Duo;deck_Bandit's Talent;deck_Banishing Light;deck_Bark-Knuckle Boxer;deck_Barkform Harvester;deck_Baylen, the Haymaker;deck_Bellowing Crier;deck_Beza, the Bounding Spring;deck_Blacksmith's Talent;deck_Blooming Blast;deck_Bonebind Orator;deck_Bonecache Overseer;deck_Brambleguard Captain;deck_Brambleguard Veteran;deck_Brave-Kin Duo;deck_Brazen Collector;deck_Brightblade Stoat;deck_Builder's Talent;deck_Bumbleflower's Sharepot;deck_Burrowguard Mentor;deck_Bushy Bodyguard;deck_Byway Barterer;deck_Cache Grab;deck_Calamitous Tide;deck_Camellia, the Seedmiser;deck_Caretaker's Talent;deck_Carrot Cake;deck_Cindering Cutthroat;deck_Clement, the Worrywort;deck_Clifftop Lookout;deck_Coiling Rebirth;deck_Conduct Electricity;deck_Consumed by Greed;deck_Corpseberry Cultivator;deck_Coruscation Mage;deck_Cruelclaw's Heist;deck_Crumb and Get It;deck_Curious Forager;deck_Daggerfang Duo;deck_Daring Waverider;deck_Darkstar Augur;deck_Dawn's Truce;deck_Dazzling Denial;deck_Dewdrop Cure;deck_Dire Downdraft;deck_Diresight;deck_Dour Port-Mage;deck_Downwind Ambusher;deck_Dragonhawk, Fate's Tempest;deck_Dreamdew Entrancer;deck_Driftgloom Coyote;deck_Druid of the Spade;deck_Early Winter;deck_Eddymurk Crab;deck_Eluge, the Shoreless Sea;deck_Emberheart Challenger;deck_Essence Channeler;deck_Fabled Passage;deck_Feather of Flight;deck_Fecund Greenshell;deck_Feed the Cycle;deck_Fell;deck_Festival of Embers;deck_Finch Formation;deck_Finneas, Ace Archer;deck_Fireglass Mentor;deck_Flamecache Gecko;deck_Flowerfoot Swordmaster;deck_For the Common Good;deck_Forest;deck_Fountainport;deck_Fountainport Bell;deck_Frilled Sparkshooter;deck_Frogmite;deck_Galewind Moose;deck_Gev, Scaled Scorch;deck_Glarb, Calamity's Augur;deck_Glidedive Duo;deck_Gossip's Talent;deck_Harnesser of Storms;deck_Harvestrite Host;deck_Hazardroot Herbalist;deck_Hazel's Nocturne;deck_Head of the Homestead;deck_Heaped Harvest;deck_Heartfire Hero;deck_Hearthborn Battler;deck_Heirloom Epic;deck_Helga, Skittish Seer;deck_Hidden Grotto;deck_High Stride;deck_Hired Claw;deck_Hivespine Wolverine;deck_Hoarder's Overflow;deck_Honored Dreyleader;deck_Hop to It;deck_Hugs, Grisly Guardian;deck_Hunter's Talent;deck_Huskburster Swarm;deck_Innkeeper's Talent;deck_Into the Flood Maw;deck_Intrepid Rabbit;deck_Iridescent Vinelasher;deck_Island;deck_Jackdaw Savior;deck_Jolly Gerbils;deck_Junkblade Bruiser;deck_Kastral, the Windcrested;deck_Keen-Eyed Curator;deck_Kindlespark Duo;deck_Kindred Charge;deck_Kitnap;deck_Kitsa, Otterball Elite;deck_Knightfisher;deck_Ledger Shredder;deck_Lifecreed Duo;deck_Lightshell Duo;deck_Lilypad Village;deck_Lilysplash Mentor;deck_Long River Lurker;deck_Long River's Pull;deck_Longstalk Brawl;deck_Lumra, Bellow of the Woods;deck_Lunar Convocation;deck_Lupinflower Village;deck_Mabel's Mettle;deck_Mabel, Heir to Cragflame;deck_Maha, Its Feathers Night;deck_Manifold Mouse;deck_Might of the Meek;deck_Mind Drill Assailant;deck_Mind Spiral;deck_Mindwhisker;deck_Mistbreath Elder;deck_Mockingbird;deck_Moonrise Cleric;deck_Moonstone Harbinger;deck_Mountain;deck_Mouse Trapper;deck_Mudflat Village;deck_Muerra, Trash Tactician;deck_Nettle Guard;deck_Nightwhorl Hermit;deck_Nocturnal Hunger;deck_Oakhollow Village;deck_Osteomancer Adept;deck_Otterball Antics;deck_Overprotect;deck_Parting Gust;deck_Patchwork Banner;deck_Pawpatch Formation;deck_Pawpatch Recruit;deck_Pearl of Wisdom;deck_Peerless Recycling;deck_Persistent Marshstalker;deck_Pileated Provisioner;deck_Plains;deck_Playful Shove;deck_Plumecreed Escort;deck_Plumecreed Mentor;deck_Polliwallop;deck_Pond Prophet;deck_Portent of Calamity;deck_Psychic Whorl;deck_Quaketusk Boar;deck_Rabbit Response;deck_Rabid Gnaw;deck_Raccoon Rallier;deck_Ral, Crackling Wit;deck_Rat Colony;deck_Ravine Raider;deck_Relentless Rats;deck_Repel Calamity;deck_Reptilian Recruiter;deck_Rockface Village;deck_Rottenmouth Viper;deck_Roughshod Duo;deck_Run Away Together;deck_Rust-Shield Rampager;deck_Ruthless Negotiation;deck_Salvation Swan;deck_Savor;deck_Sazacap's Brew;deck_Scales of Shale;deck_Scavenger's Talent;deck_Scrapshooter;deck_Season of Gathering;deck_Season of Loss;deck_Season of Weaving;deck_Season of the Bold;deck_Season of the Burrow;deck_Seasoned Warrenguard;deck_Secluded Courtyard;deck_Seedglaive Mentor;deck_Seedpod Squire;deck_Shore Up;deck_Shoreline Looter;deck_Short Bow;deck_Shrike Force;deck_Sinister Monolith;deck_Skyskipper Duo;deck_Sonar Strike;deck_Spellgyre;deck_Splash Lasher;deck_Splash Portal;deck_Star Charter;deck_Starfall Invocation;deck_Starforged Sword;deck_Stargaze;deck_Starlit Soothsayer;deck_Starscape Cleric;deck_Starseer Mentor;deck_Steampath Charger;deck_Stickytongue Sentinel;deck_Stocking the Pantry;deck_Stormcatch Mentor;deck_Stormchaser's Talent;deck_Stormsplitter;deck_Sugar Coat;deck_Sunshower Druid;deck_Sunspine Lynx;deck_Swamp;deck_Sword of Fire and Ice;deck_Swords to Plowshares;deck_Sylvan Tutor;deck_Take Out the Trash;deck_Tangle Tumbler;deck_Teapot Slinger;deck_Tempest Angler;deck_Tender Wildguide;deck_The Infamous Cruelclaw;deck_Thistledown Players;deck_Thornplate Intimidator;deck_Thornvault Forager;deck_Thought Shucker;deck_Thought-Stalker Warlock;deck_Three Tree City;deck_Three Tree Mascot;deck_Three Tree Rootweaver;deck_Three Tree Scribe;deck_Thundertrap Trainer;deck_Tidecaller Mentor;deck_Toski, Bearer of Secrets;deck_Treeguard Duo;deck_Treetop Sentries;deck_Uncharted Haven;deck_Valley Flamecaller;deck_Valley Floodcaller;deck_Valley Mightcaller;deck_Valley Questcaller;deck_Valley Rally;deck_Valley Rotcaller;deck_Veteran Guardmouse;deck_Vinereap Mentor;deck_Vren, the Relentless;deck_Wandertale Mentor;deck_War Squeak;deck_Warren Elder;deck_Warren Warleader;deck_Waterspout Warden;deck_Wax-Wane Witness;deck_Wear Down;deck_Whiskerquill Scribe;deck_Whiskervale Forerunner;deck_Wick's Patrol;deck_Wick, the Whorled Mind;deck_Wildfire Howl;deck_Wishing Well;deck_Ygra, Eater of All;deck_Zoraline, Cosmos Caller;wins;losses;removal_score;win_rate;bomb_score;cmc_0;cmc_1;cmc_2;cmc_3;cmc_4;cmc_5;cmc_6;color_category;is_W;is_U;is_B;is_R;is_G;is_WU;is_WB;is_WR;is_WG;is_UB;is_UR;is_UG;is_BR;is_BG;is_RG;is_Multi;avg_gp_wr;medal_status;medal_binary;card_synergy
acb9043c9529423f99e3c0f1b3baae7c;gold;UG;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0.07999999999999996;0.25;44.87599999999968;0;1;6;5;5;3;3;GU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5480869565217392;no medal;0;13.970344435152239
ea15e79373c343048d39dcad68537895;gold;WG;;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0.039999999999999925;0.875;29.79100000000008;0;1;11;5;4;2;0;GW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5487500000000001;medaled;1;5.159659074720581
935626575ee1448b8dbad8bfa03bc1d5;gold;RG;B;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0.026000000000000023;0.25;39.30399999999972;0;0;9;6;4;4;0;GR;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5471666666666667;no medal;0;2.9867357222395796
f16aab9eb74d4f189df397dbb566f4b9;platinum;BG;UR;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0.10199999999999976;0.625;5.129000000000013;0;0;11;6;4;2;0;BG;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.5496800000000001;no medal;0;9.355052990045884
76a23d0a3b874d0abef1b1564c669af8;platinum;BG;R;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;1;0.10199999999999976;0.875;36.76299999999992;0;0;9;8;2;3;1;BG;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.5530833333333334;medaled;1;10.054817838049578
c2652e37651b4a31b0c6931ed6c4c39e;platinum;WG;;1;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0.08499999999999985;0.7777777777777778;32.38899999999981;0;0;11;8;3;1;0;GW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.553913043478261;medaled;1;5.294526030625206
40aa5461e37e41a4b129763bbad6fb8d;platinum;UG;;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;2;0.041000000000000036;0.7777777777777778;15.541999999999865;0;2;8;5;6;1;1;GU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5449565217391306;medaled;1;11.371759887691004
108f4065bb234130ba26cc205edac7ba;platinum;WB;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0.11099999999999988;0.5;5.129000000000013;0;0;12;7;1;3;0;BW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5480416666666666;no medal;0;8.719292159876488
831beabc54104d3199ba05a762dffb87;diamond;WG;BR;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;3;0.040000000000000036;0.25;21.880000000000003;0;1;6;6;5;4;1;GW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5495000000000001;no medal;0;4.601465514718662
72cf9ca47c914fdd8c0b13a4c737d92e;diamond;UG;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0.0010000000000000009;0.4;4.096000000000011;0;5;5;8;4;1;1;GU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54012;no medal;0;11.022212295466218
6a45ebbb5c764e0c968cd6681dee064b;diamond;UG;;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;2;0.03499999999999992;0.7777777777777778;54.96299999999966;0;3;8;5;6;2;0;GU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5420416666666669;medaled;1;12.914525520732727
99bd1ae3f1e14c808d71d63cd5477086;diamond;WB;;1;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0.08999999999999986;0.25;56.34899999999976;0;1;10;7;3;2;1;BW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5470833333333335;no medal;0;7.480778038663017
9a93ad52c901470b8413c8719def4f17;diamond;WR;;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;9;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;3;0.04300000000000004;0.25;65.72799999999981;0;2;11;2;6;2;0;RW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5477391304347826;no medal;0;2.164632393193059
cbb259171a104cabac18412f726dca01;diamond;WG;UR;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;8;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0.020000000000000018;0.4;24.388999999999786;0;3;8;8;2;2;0;GW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5533913043478261;no medal;0;6.702337130961275
f626e84807d340eba8e614ac0e86ebe6;diamond;WG;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0.041000000000000036;0.6666666666666666;0.0;0;2;10;8;3;0;0;GW;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5552608695652175;almost medal;1;4.3238124531448365
