object,id,name,lang,released_at,uri,scryfall_uri,layout,highres_image,image_status,image_uris,mana_cost,cmc,type_line,oracle_text,colors,color_identity,keywords,legalities,games,reserved,game_changer,finishes,oversized,set_id,digital,rarity,card_back_id,artist_ids,booster,story_spotlight,edhrec_rank,penny_rank,preview,power,toughness,all_parts,promo_types,frame_effects,produced_mana
card,78b55a58-c669-4dc6-aa63-5d9dff52e613,Brazen Collector,en,2024-08-02,https://api.scryfall.com/cards/78b55a58-c669-4dc6-aa63-5d9dff52e613,https://scryfall.com/card/blb/128/brazen-collector?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/7/8/78b55a58-c669-4dc6-aa63-5d9dff52e613.jpg?1721426587', 'normal': 'https://cards.scryfall.io/normal/front/7/8/78b55a58-c669-4dc6-aa63-5d9dff52e613.jpg?1721426587', 'large': 'https://cards.scryfall.io/large/front/7/8/78b55a58-c669-4dc6-aa63-5d9dff52e613.jpg?1721426587', 'png': 'https://cards.scryfall.io/png/front/7/8/78b55a58-c669-4dc6-aa63-5d9dff52e613.png?1721426587', 'art_crop': 'https://cards.scryfall.io/art_crop/front/7/8/78b55a58-c669-4dc6-aa63-5d9dff52e613.jpg?1721426587', 'border_crop': 'https://cards.scryfall.io/border_crop/front/7/8/78b55a58-c669-4dc6-aa63-5d9dff52e613.jpg?1721426587'}",{1}{R},2.0,Creature — Raccoon Rogue,"First strike
Whenever this creature attacks, add {R}. Until end of turn, you don't lose this mana as steps and phases end.",['R'],['R'],['First strike'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,uncommon,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['b701136e-c578-4a48-9383-1c2a5381ecb2'],True,False,11679.0,,"{'source': 'BrujajaGaming', 'source_uri': 'https://twitter.com/BrujajaGaming/status/1811091814381678696', 'previewed_at': '2024-07-10'}",2,1,,,,['R']
card,390c96b3-68da-4a42-89ab-d9ccc79ce0dd,"Bria, Riptide Rogue",en,2024-08-02,https://api.scryfall.com/cards/390c96b3-68da-4a42-89ab-d9ccc79ce0dd,https://scryfall.com/card/blb/379/bria-riptide-rogue?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/3/9/390c96b3-68da-4a42-89ab-d9ccc79ce0dd.jpg?1724104634', 'normal': 'https://cards.scryfall.io/normal/front/3/9/390c96b3-68da-4a42-89ab-d9ccc79ce0dd.jpg?1724104634', 'large': 'https://cards.scryfall.io/large/front/3/9/390c96b3-68da-4a42-89ab-d9ccc79ce0dd.jpg?1724104634', 'png': 'https://cards.scryfall.io/png/front/3/9/390c96b3-68da-4a42-89ab-d9ccc79ce0dd.png?1724104634', 'art_crop': 'https://cards.scryfall.io/art_crop/front/3/9/390c96b3-68da-4a42-89ab-d9ccc79ce0dd.jpg?1724104634', 'border_crop': 'https://cards.scryfall.io/border_crop/front/3/9/390c96b3-68da-4a42-89ab-d9ccc79ce0dd.jpg?1724104634'}",{2}{U}{R},4.0,Legendary Creature — Otter Rogue,"Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.)
Other creatures you control have prowess. (If a creature has multiple instances of prowess, each triggers separately.)
Whenever you cast a noncreature spell, target creature you control can't be blocked this turn.","['R', 'U']","['R', 'U']",['Prowess'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,['foil'],False,a2f58272-bba6-439d-871e-7a46686ac018,False,mythic,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['1624a1a8-3492-4c0b-9abc-83dcf2653111'],False,False,4092.0,,,3,3,,['starterdeck'],['legendary'],
card,df7fea2e-7414-4bc8-adb0-9342e174c009,Brightblade Stoat,en,2024-08-02,https://api.scryfall.com/cards/df7fea2e-7414-4bc8-adb0-9342e174c009,https://scryfall.com/card/blb/4/brightblade-stoat?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/d/f/df7fea2e-7414-4bc8-adb0-9342e174c009.jpg?1721425778', 'normal': 'https://cards.scryfall.io/normal/front/d/f/df7fea2e-7414-4bc8-adb0-9342e174c009.jpg?1721425778', 'large': 'https://cards.scryfall.io/large/front/d/f/df7fea2e-7414-4bc8-adb0-9342e174c009.jpg?1721425778', 'png': 'https://cards.scryfall.io/png/front/d/f/df7fea2e-7414-4bc8-adb0-9342e174c009.png?1721425778', 'art_crop': 'https://cards.scryfall.io/art_crop/front/d/f/df7fea2e-7414-4bc8-adb0-9342e174c009.jpg?1721425778', 'border_crop': 'https://cards.scryfall.io/border_crop/front/d/f/df7fea2e-7414-4bc8-adb0-9342e174c009.jpg?1721425778'}",{1}{W},2.0,Creature — Weasel Soldier,"First strike, lifelink",['W'],['W'],"['Lifelink', 'First strike']","{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,uncommon,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['0a0e9093-ce44-4a69-93a7-09b63e7c330d'],True,False,13562.0,4596.0,"{'source': 'Voxy', 'source_uri': 'https://x.com/VoxyTwitch/status/1811098103866609941', 'previewed_at': '2024-07-10'}",2,2,,,,
card,15fa581a-724e-4196-a9a3-ff84c54bdb7d,Builder's Talent,en,2024-08-02,https://api.scryfall.com/cards/15fa581a-724e-4196-a9a3-ff84c54bdb7d,https://scryfall.com/card/blb/5/builders-talent?utm_source=api,class,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/1/5/15fa581a-724e-4196-a9a3-ff84c54bdb7d.jpg?1739650809', 'normal': 'https://cards.scryfall.io/normal/front/1/5/15fa581a-724e-4196-a9a3-ff84c54bdb7d.jpg?1739650809', 'large': 'https://cards.scryfall.io/large/front/1/5/15fa581a-724e-4196-a9a3-ff84c54bdb7d.jpg?1739650809', 'png': 'https://cards.scryfall.io/png/front/1/5/15fa581a-724e-4196-a9a3-ff84c54bdb7d.png?1739650809', 'art_crop': 'https://cards.scryfall.io/art_crop/front/1/5/15fa581a-724e-4196-a9a3-ff84c54bdb7d.jpg?1739650809', 'border_crop': 'https://cards.scryfall.io/border_crop/front/1/5/15fa581a-724e-4196-a9a3-ff84c54bdb7d.jpg?1739650809'}",{1}{W},2.0,Enchantment — Class,"(Gain the next level as a sorcery to add its ability.)
When this Class enters, create a 0/4 white Wall creature token with defender.
{W}: Level 2
Whenever one or more noncreature, nonland permanents you control enter, put a +1/+1 counter on target creature you control.
{4}{W}: Level 3
When this Class becomes level 3, return target noncreature, nonland permanent card from your graveyard to the battlefield.",['W'],['W'],[],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,uncommon,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['7de94887-7f8b-4642-922c-1fa6b4568d07'],True,False,11593.0,3832.0,"{'source': 'Invictus Forge', 'source_uri': 'https://www.facebook.com/invictusforgeMY/posts/pfbid086TaRez3sxUBhyy4DDBJQxXwNs1ZULKhwkcEsRnuVk7PR5CfmUw1aMcnHCgtnLc9l', 'previewed_at': '2024-07-16'}",,,"[{'object': 'related_card', 'id': '15fa581a-724e-4196-a9a3-ff84c54bdb7d', 'component': 'combo_piece', 'name': ""Builder's Talent"", 'type_line': 'Enchantment — Class', 'uri': 'https://api.scryfall.com/cards/15fa581a-724e-4196-a9a3-ff84c54bdb7d'}, {'object': 'related_card', 'id': '229a41de-91dd-4696-bfc1-10d702787c3e', 'component': 'token', 'name': 'Wall', 'type_line': 'Token Creature — Wall', 'uri': 'https://api.scryfall.com/cards/229a41de-91dd-4696-bfc1-10d702787c3e'}]",,,
card,5f0affd5-5dcd-4dd1-a694-37a9aedf4084,Bumbleflower's Sharepot,en,2024-08-02,https://api.scryfall.com/cards/5f0affd5-5dcd-4dd1-a694-37a9aedf4084,https://scryfall.com/card/blb/244/bumbleflowers-sharepot?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/5/f/5f0affd5-5dcd-4dd1-a694-37a9aedf4084.jpg?1721427267', 'normal': 'https://cards.scryfall.io/normal/front/5/f/5f0affd5-5dcd-4dd1-a694-37a9aedf4084.jpg?1721427267', 'large': 'https://cards.scryfall.io/large/front/5/f/5f0affd5-5dcd-4dd1-a694-37a9aedf4084.jpg?1721427267', 'png': 'https://cards.scryfall.io/png/front/5/f/5f0affd5-5dcd-4dd1-a694-37a9aedf4084.png?1721427267', 'art_crop': 'https://cards.scryfall.io/art_crop/front/5/f/5f0affd5-5dcd-4dd1-a694-37a9aedf4084.jpg?1721427267', 'border_crop': 'https://cards.scryfall.io/border_crop/front/5/f/5f0affd5-5dcd-4dd1-a694-37a9aedf4084.jpg?1721427267'}",{2},2.0,Artifact,"When this artifact enters, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")
{5}, {T}, Sacrifice this artifact: Destroy target nonland permanent. Activate only as a sorcery.",[],[],['Food'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,common,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['75a48ae5-d1d0-4a98-98a8-2ca5fd9e0cd9'],True,False,11017.0,6893.0,"{'source': 'Wizards of the Coast', 'source_uri': '', 'previewed_at': '2024-07-12'}",,,"[{'object': 'related_card', 'id': '5f0affd5-5dcd-4dd1-a694-37a9aedf4084', 'component': 'combo_piece', 'name': ""Bumbleflower's Sharepot"", 'type_line': 'Artifact', 'uri': 'https://api.scryfall.com/cards/5f0affd5-5dcd-4dd1-a694-37a9aedf4084'}, {'object': 'related_card', 'id': '0dce2241-e58b-41d4-b57c-9794fc8ee004', 'component': 'token', 'name': 'Food', 'type_line': 'Token Artifact — Food', 'uri': 'https://api.scryfall.com/cards/0dce2241-e58b-41d4-b57c-9794fc8ee004'}]",,,
card,87138ace-3594-499e-bad5-ec76148613ea,Burrowguard Mentor,en,2024-08-02,https://api.scryfall.com/cards/87138ace-3594-499e-bad5-ec76148613ea,https://scryfall.com/card/blb/206/burrowguard-mentor?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/8/7/87138ace-3594-499e-bad5-ec76148613ea.jpg?1721427007', 'normal': 'https://cards.scryfall.io/normal/front/8/7/87138ace-3594-499e-bad5-ec76148613ea.jpg?1721427007', 'large': 'https://cards.scryfall.io/large/front/8/7/87138ace-3594-499e-bad5-ec76148613ea.jpg?1721427007', 'png': 'https://cards.scryfall.io/png/front/8/7/87138ace-3594-499e-bad5-ec76148613ea.png?1721427007', 'art_crop': 'https://cards.scryfall.io/art_crop/front/8/7/87138ace-3594-499e-bad5-ec76148613ea.jpg?1721427007', 'border_crop': 'https://cards.scryfall.io/border_crop/front/8/7/87138ace-3594-499e-bad5-ec76148613ea.jpg?1721427007'}",{G}{W},2.0,Creature — Rabbit Soldier,"Trample
Burrowguard Mentor's power and toughness are each equal to the number of creatures you control.","['G', 'W']","['G', 'W']",['Trample'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,uncommon,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['9872f5c0-274a-48ce-a9ad-6f0d5654e29c'],True,False,7749.0,4912.0,"{'source': 'Voxy', 'source_uri': 'https://twitter.com/VoxyTwitch/status/1811467809206980779', 'previewed_at': '2024-07-11'}",*,*,,,,
card,0de60cf7-fa82-4b6f-9f88-6590fba5c863,Bushy Bodyguard,en,2024-08-02,https://api.scryfall.com/cards/0de60cf7-fa82-4b6f-9f88-6590fba5c863,https://scryfall.com/card/blb/166/bushy-bodyguard?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/0/d/0de60cf7-fa82-4b6f-9f88-6590fba5c863.jpg?1721426775', 'normal': 'https://cards.scryfall.io/normal/front/0/d/0de60cf7-fa82-4b6f-9f88-6590fba5c863.jpg?1721426775', 'large': 'https://cards.scryfall.io/large/front/0/d/0de60cf7-fa82-4b6f-9f88-6590fba5c863.jpg?1721426775', 'png': 'https://cards.scryfall.io/png/front/0/d/0de60cf7-fa82-4b6f-9f88-6590fba5c863.png?1721426775', 'art_crop': 'https://cards.scryfall.io/art_crop/front/0/d/0de60cf7-fa82-4b6f-9f88-6590fba5c863.jpg?1721426775', 'border_crop': 'https://cards.scryfall.io/border_crop/front/0/d/0de60cf7-fa82-4b6f-9f88-6590fba5c863.jpg?1721426775'}",{1}{G},2.0,Creature — Squirrel Warrior,"Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, you may forage. If you do, put two +1/+1 counters on it. (To forage, exile three cards from your graveyard or sacrifice a Food.)",['G'],['G'],"['Forage', 'Offspring']","{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,uncommon,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['e8ab9604-1b3c-4bb5-9290-dfb3fd3cf01d'],True,False,12058.0,,"{'source': 'Wizards of the Coast', 'source_uri': '', 'previewed_at': '2024-07-15'}",2,1,"[{'object': 'related_card', 'id': '0de60cf7-fa82-4b6f-9f88-6590fba5c863', 'component': 'combo_piece', 'name': 'Bushy Bodyguard', 'type_line': 'Creature — Squirrel Warrior', 'uri': 'https://api.scryfall.com/cards/0de60cf7-fa82-4b6f-9f88-6590fba5c863'}, {'object': 'related_card', 'id': 'c247d48f-d1e9-4b28-b372-bf4eea67cb8c', 'component': 'token', 'name': 'Bushy Bodyguard', 'type_line': 'Token Creature — Squirrel Warrior', 'uri': 'https://api.scryfall.com/cards/c247d48f-d1e9-4b28-b372-bf4eea67cb8c'}]",,,
card,6441abd3-320b-424a-9753-61e3581fe1a9,"Byrke, Long Ear of the Law",en,2024-08-02,https://api.scryfall.com/cards/6441abd3-320b-424a-9753-61e3581fe1a9,https://scryfall.com/card/blb/380/byrke-long-ear-of-the-law?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/6/4/6441abd3-320b-424a-9753-61e3581fe1a9.jpg?1726396879', 'normal': 'https://cards.scryfall.io/normal/front/6/4/6441abd3-320b-424a-9753-61e3581fe1a9.jpg?1726396879', 'large': 'https://cards.scryfall.io/large/front/6/4/6441abd3-320b-424a-9753-61e3581fe1a9.jpg?1726396879', 'png': 'https://cards.scryfall.io/png/front/6/4/6441abd3-320b-424a-9753-61e3581fe1a9.png?1726396879', 'art_crop': 'https://cards.scryfall.io/art_crop/front/6/4/6441abd3-320b-424a-9753-61e3581fe1a9.jpg?1726396879', 'border_crop': 'https://cards.scryfall.io/border_crop/front/6/4/6441abd3-320b-424a-9753-61e3581fe1a9.jpg?1726396879'}",{4}{G}{W},6.0,Legendary Creature — Rabbit Soldier,"Vigilance
When Byrke enters, put a +1/+1 counter on each of up to two target creatures.
Whenever a creature you control with a +1/+1 counter on it attacks, double the number of +1/+1 counters on it.","['G', 'W']","['G', 'W']",['Vigilance'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,['foil'],False,a2f58272-bba6-439d-871e-7a46686ac018,False,mythic,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['35f11eeb-36ff-4059-bb70-d1274f5bd858'],False,False,7162.0,,,4,4,,['starterdeck'],['legendary'],
card,f41fc718-641b-4f32-a8c1-3e5591a05bf8,Byway Barterer,en,2024-08-02,https://api.scryfall.com/cards/f41fc718-641b-4f32-a8c1-3e5591a05bf8,https://scryfall.com/card/blb/129/byway-barterer?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/f/4/f41fc718-641b-4f32-a8c1-3e5591a05bf8.jpg?1721426591', 'normal': 'https://cards.scryfall.io/normal/front/f/4/f41fc718-641b-4f32-a8c1-3e5591a05bf8.jpg?1721426591', 'large': 'https://cards.scryfall.io/large/front/f/4/f41fc718-641b-4f32-a8c1-3e5591a05bf8.jpg?1721426591', 'png': 'https://cards.scryfall.io/png/front/f/4/f41fc718-641b-4f32-a8c1-3e5591a05bf8.png?1721426591', 'art_crop': 'https://cards.scryfall.io/art_crop/front/f/4/f41fc718-641b-4f32-a8c1-3e5591a05bf8.jpg?1721426591', 'border_crop': 'https://cards.scryfall.io/border_crop/front/f/4/f41fc718-641b-4f32-a8c1-3e5591a05bf8.jpg?1721426591'}",{2}{R},3.0,Creature — Raccoon Rogue,"Menace
Whenever you expend 4, you may discard your hand. If you do, draw two cards. (You expend 4 as you spend your fourth total mana to cast spells during a turn.)",['R'],['R'],['Menace'],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,rare,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['89cc9475-dda2-4d13-bf88-54b92867a25c'],True,False,12086.0,10799.0,"{'source': 'k0ppk0pp', 'source_uri': 'https://twitter.com/k0ppk0pp/status/1811500013081756088', 'previewed_at': '2024-07-11'}",3,3,,,,
card,dfd977dc-a7c3-4d0a-aca7-b25bd154e963,Cache Grab,en,2024-08-02,https://api.scryfall.com/cards/dfd977dc-a7c3-4d0a-aca7-b25bd154e963,https://scryfall.com/card/blb/167/cache-grab?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/d/f/dfd977dc-a7c3-4d0a-aca7-b25bd154e963.jpg?1721426785', 'normal': 'https://cards.scryfall.io/normal/front/d/f/dfd977dc-a7c3-4d0a-aca7-b25bd154e963.jpg?1721426785', 'large': 'https://cards.scryfall.io/large/front/d/f/dfd977dc-a7c3-4d0a-aca7-b25bd154e963.jpg?1721426785', 'png': 'https://cards.scryfall.io/png/front/d/f/dfd977dc-a7c3-4d0a-aca7-b25bd154e963.png?1721426785', 'art_crop': 'https://cards.scryfall.io/art_crop/front/d/f/dfd977dc-a7c3-4d0a-aca7-b25bd154e963.jpg?1721426785', 'border_crop': 'https://cards.scryfall.io/border_crop/front/d/f/dfd977dc-a7c3-4d0a-aca7-b25bd154e963.jpg?1721426785'}",{1}{G},2.0,Instant,"Mill four cards. You may put a permanent card from among the cards milled this way into your hand. If you control a Squirrel or returned a Squirrel card to your hand this way, create a Food token. (To mill four cards, put the top four cards of your library into your graveyard. A Food token is an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",['G'],['G'],"['Food', 'Mill']","{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,common,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['f1e2e10b-08be-4e92-8f50-95a72850a811'],True,False,6593.0,1890.0,"{'source': 'Wizards of the Coast', 'source_uri': 'https://magic.wizards.com/en/products/bloomburrow/card-image-gallery', 'previewed_at': '2024-07-09'}",,,"[{'object': 'related_card', 'id': 'dfd977dc-a7c3-4d0a-aca7-b25bd154e963', 'component': 'combo_piece', 'name': 'Cache Grab', 'type_line': 'Instant', 'uri': 'https://api.scryfall.com/cards/dfd977dc-a7c3-4d0a-aca7-b25bd154e963'}, {'object': 'related_card', 'id': '0dce2241-e58b-41d4-b57c-9794fc8ee004', 'component': 'token', 'name': 'Food', 'type_line': 'Token Artifact — Food', 'uri': 'https://api.scryfall.com/cards/0dce2241-e58b-41d4-b57c-9794fc8ee004'}]",,,
card,178bc8b2-ffa0-4549-aead-aacb3db3cf19,Calamitous Tide,en,2024-08-02,https://api.scryfall.com/cards/178bc8b2-ffa0-4549-aead-aacb3db3cf19,https://scryfall.com/card/blb/43/calamitous-tide?utm_source=api,normal,True,highres_scan,"{'small': 'https://cards.scryfall.io/small/front/1/7/178bc8b2-ffa0-4549-aead-aacb3db3cf19.jpg?1721431233', 'normal': 'https://cards.scryfall.io/normal/front/1/7/178bc8b2-ffa0-4549-aead-aacb3db3cf19.jpg?1721431233', 'large': 'https://cards.scryfall.io/large/front/1/7/178bc8b2-ffa0-4549-aead-aacb3db3cf19.jpg?1721431233', 'png': 'https://cards.scryfall.io/png/front/1/7/178bc8b2-ffa0-4549-aead-aacb3db3cf19.png?1721431233', 'art_crop': 'https://cards.scryfall.io/art_crop/front/1/7/178bc8b2-ffa0-4549-aead-aacb3db3cf19.jpg?1721431233', 'border_crop': 'https://cards.scryfall.io/border_crop/front/1/7/178bc8b2-ffa0-4549-aead-aacb3db3cf19.jpg?1721431233'}",{4}{U}{U},6.0,Sorcery,"Return up to two target creatures to their owners' hands. Draw two cards, then discard a card.",['U'],['U'],[],"{'standard': 'legal', 'future': 'legal', 'historic': 'legal', 'timeless': 'legal', 'gladiator': 'legal', 'pioneer': 'legal', 'explorer': 'legal', 'modern': 'legal', 'legacy': 'legal', 'pauper': 'not_legal', 'vintage': 'legal', 'penny': 'not_legal', 'commander': 'legal', 'oathbreaker': 'legal', 'standardbrawl': 'legal', 'brawl': 'legal', 'alchemy': 'legal', 'paupercommander': 'not_legal', 'duel': 'legal', 'oldschool': 'not_legal', 'premodern': 'not_legal', 'predh': 'not_legal'}","['paper', 'mtgo', 'arena']",False,False,"['nonfoil', 'foil']",False,a2f58272-bba6-439d-871e-7a46686ac018,False,uncommon,0aeebaf5-8c7d-4636-9e82-8c27447861f7,['f16f5903-990f-4ffe-88fb-fd54d0d8752b'],True,True,15244.0,,"{'source': 'Press Start', 'source_uri': 'https://press-start.com.au/news/2024/07/16/magic-the-gathering-mtg-bloomburrow-calamitous-tide/', 'previewed_at': '2024-07-15'}",,,,,,
